customer_id,customer_name,email,phone,gender,city,state,country,registration_date,customer_type
CUST00203,Wendy Turner,tracey35@example.org,001-648-788-9921x07522,Other,East Jonathan,Maryland,Bermuda,2024-05-27,REGULAR
CUST00204,Claudia Jones,laura27@example.net,001-891-894-0961x055,Other, Port Kayleetown,South Dakota,Slovakia (Slovak Republic),2024-04-03,REGULAR
CUST00205,Joseph Flores,markwolfe@example.org,6678998136,Other,East Matthew,New Mexico,Montserrat,2021-06-03,REGULAR
CUST00206,Deborah Ross,iayala@example.org,683.876.9389x8331,Female,Gailshire,Colorado,Bouvet Island (Bouvetoya),2024-07-08,REGULAR
CUST00207,Gregory Flores,carrillogary@example.com,+1-279-527-0335x211,Female,Port Marissa,Maine,American Samoa,2023-12-03,REGULAR
CUST00208,Ashley Cole,riverajody@example.org,888.248.7920,Other,Georgeport,Illinois,Somalia,2023-04-23,REGULAR
CUST00209,MATTHEW SMITH,qguerrero@example.net,(310)446-3681x579,Female,New Tammy,Oklahoma,Vanuatu,2021-03-08,VIP
CUST00210, thomas torres ,klong@example.org,(655)543-8404x608,Other,West Penny,Texas,Burundi,2021-09-30,REGULAR
CUST00211,KELLY GREGORY,robertberry@example.com,495-878-2329x8324,Other,Lake Sarah,Hawaii,Ghana,2021-07-30,REGULAR
CUST00212,Tiffany Wilson,mary20@example.com,(564)574-2312x20994,Female,Lake Anthony,Colorado,Portugal,2025-01-20,REGULAR
CUST00213,Ryan Harrison,jack67@example.com,(523)530-6046,Female,North Gregory,New Hampshire,Tonga,2025-03-03,REGULAR
CUST00214,Sharon Clay,csullivan@example.net,001-965-269-9988x0817,Other,New Amanda,West Virginia,Armenia,2024-04-18,REGULAR
CUST00215,Lydia Williams,scott44@example.com,(364)390-8277,Female,Port Brenda,Vermont,Mayotte,2022-02-25,PREMIUM
CUST00216,Frank Johnson,tgarza@example.org,814.452.1117x518,Other,Pierceton,Wyoming,Chile,2023-11-08,REGULAR
CUST00217,Mary Hernandez,haroldjosephexample.com.invalid,947-942-1230x9407,Male,New Nicolebury,Indiana,Namibia,2025-01-17,REGULAR
CUST00218,Jeremy Burke,sanchezamy@example.net,+1-683-702-2050x2099,Female,North Danielburgh,Hawaii,Peru,2023-06-03,PREMIUM
CUST00219,melissa larson,tammycurry@example.com,3146556168,Female,Taylorview,Michigan,Malta,2024-07-09,PREMIUM
CUST00220,Melissa Salazar,duncantiffany@example.net,779-446-9548,Other,Stonefort,New York,Sri Lanka,2022-07-13,PREMIUM
CUST00221,Crystal Roberts,aaronjohnson@example.net,539-266-0558,Other,Lake Juan,California,Gambia,2023-07-22,PREMIUM
CUST00222,Erica Smith,matthew99@example.org,(435)957-7027,Male,Stevenchester,West Virginia,Azerbaijan,2025-06-07,REGULAR
CUST00223,nathaniel stewart,clarkgina@example.com,824-405-6829,Other,Port Kimberlyport,Virginia,Togo,2023-09-05,VIP
CUST00224,Denise Miller,nathangallegos@example.com,984.221.5031,Male,Steinberg,Illinois,Guam,2025-02-11,PREMIUM
CUST00225,Kelly Rowe,kaylagarcia@example.net,+1-923-207-6810x40915,Female,New Katieport,Alaska,Morocco,2023-08-28,REGULAR
CUST00226,christine gonzalez,joshua57@example.net,342-524-1098,Female,Andreaview,Georgia,Western Sahara,2023-05-31,REGULAR
CUST00227,Carolyn Collins,amber02@example.org,701.660.1662x9979,Female,Lisaside,Colorado,Uzbekistan,2024-12-17,PREMIUM
CUST00228,Anna Lang,tdavis@example.net,+1-977-933-2945x6255,Female,North Thomasstad,New Mexico,Kyrgyz Republic,2022-06-15,VIP
CUST00229,GREGORY ANDREWS,sullivanjennifer@example.org,981-848-7696x39382,Male,West Jaredshire,Nevada,Slovenia,2024-09-14,REGULAR
CUST00230,gloria benson,elainemiller@example.net,001-971-499-7581,Female,Stephanieland,Rhode Island,Botswana,2024-03-23,REGULAR
CUST00231, Matthew Brown ,lisaclay@example.net,9225784699,Other,Lake Natalie,Maryland,Montenegro,2023-08-05,REGULAR
CUST00232,Taylor Robbins,veronica90@example.net,562.840.5800x85140,Male, Garrettfurt,Montana,Hong Kong,2024-09-14,REGULAR
CUST00233,Mary Wells,angelabridges@example.com,(824)922-0102x76212,Other,Hansonmouth,North Carolina,Jamaica,2024-10-30,REGULAR
CUST00234,Darius Coleman,lanemelanie@example.org,001-384-968-9500x975,Male,East Jessicahaven,Wisconsin,Slovakia (Slovak Republic),2023-05-19,REGULAR
CUST00235,BLAKE WU,sanchezcrystal@example.net,+1-718-894-9058x07787,Male,Susanport,Maine,Chad,2021-04-20,VIP
CUST00236,Linda Torres,bryan79@example.org,001-304-690-4712,Female,Davidview,Louisiana,Togo,2023-03-10,REGULAR
CUST00237,BRIAN THOMPSON,donnawood@example.org,837-828-0512x927,Male,Lake Scott,South Dakota,Chad,2022-10-18,PREMIUM
CUST00238,Sarah Brown,karla10@example.org,867.247.8366x742,Male,Saramouth,Missouri,Philippines,2023-09-08,REGULAR
CUST00239,melanie williams,stephanie69@example.net,754-441-4967x393,Female,Amytown,California,American Samoa,2024-07-01,REGULAR
CUST00240, Brian Griffin ,jessicaking@example.org,3914093911,Female,Douglasshire,Idaho,Ukraine,2021-12-11,REGULAR
CUST00241,Dawn Owens,fowlersandra@example.com,001-465-942-1406x65044,Female,South Tiffanyborough,South Carolina,India,2022-07-09,VIP
CUST00242,Ashley Fernandez,probinson@example.org,241.201.1947x072,Female,Adamsmouth,Montana,Morocco,2021-01-12,PREMIUM
CUST00243,teresa henry,upowell@example.org,+1-730-667-1985,Female,Brownland,Mississippi,Martinique,2023-11-23,PREMIUM
CUST00244,Joe Miranda,gregorywilliams@example.com,+1-534-961-5717x32030,Female,Brownside,Tennessee,Gambia,2025-04-02,REGULAR
CUST00245,Sandra Cole,johnsonbrian@example.net,5613387829,Female,Lake Donaldtown,New Mexico,United States of America,2021-05-23,REGULAR
CUST00246,Matthew Smith,conwaylori@example.org,592.891.1179x931,Other,Lisafurt,Massachusetts,British Indian Ocean Territory (Chagos Archipelago),2022-03-03,REGULAR
CUST00247,Vincent Lewis,watkinsmatthew@example.org,326-825-8273x902,Female,North Nichole,Colorado,Albania,2021-01-23,REGULAR
CUST00248,Brandon Pearson,robert72@example.org,(448)976-3290,Male,Lake Margaretport,Minnesota,Italy,2021-01-15,REGULAR
CUST00249,Cheryl Downs,montgomerymichelle@example.net,237.734.0312x77220,Male,Jasonview,Michigan,Nicaragua,2024-11-08,REGULAR
CUST00250,Patrick Buckley,ericjohnson@example.net,713-579-9563,Other,West Jeremybury,West Virginia,Isle of Man,2022-09-14,REGULAR
CUST00251,daniel ruiz,bbrown@example.org,797.626.5273,Female,West David,Vermont,Montenegro,2021-07-05,REGULAR
CUST00252,BRIAN OWENS,vjackson@example.org,992-992-9831x6873,Male,Alexischester,West Virginia,Tunisia,2023-02-06,REGULAR
CUST00253,jeffrey walker,robinvillanueva@example.com,3079806867,Other,Allenside,Wisconsin,American Samoa,2024-06-17,REGULAR
CUST00254,Brandi Phillips,smithelizabeth@example.org,001-279-390-7726x257,Male,Barrymouth,North Dakota,Antigua and Barbuda,2023-07-11,REGULAR
CUST00255,DERRICK SHAH,kristinmiller@example.com,001-408-350-1657x9055,Female,East Tina,Kansas,Mauritius,2021-12-19,REGULAR
CUST00256,Nancy Goodwin,karenhodges@example.com,(348)964-0155x778,Male,Shannonstad,Utah,Yemen,2021-07-23,PREMIUM
CUST00257,Stephen Miller,shurst@example.org,224-612-7238,Male,Montesside,Florida,Lebanon,2023-12-14,VIP
CUST00258,Oscar Smith,bryanwiggins@example.org,456.695.5798x87749,Other,Port Jordan,New Mexico,Holy See (Vatican City State),2023-06-15,REGULAR
CUST00259,Amber Gomez,nhuber@example.org,001-484-922-2231x059,Female,Mikeborough,Oklahoma,Russian Federation,2021-04-18,REGULAR
CUST00260,Vanessa Hernandez,kfernandez@example.net,610-967-2752x0885,Other,Tarashire,Texas,Cameroon,2024-10-05,REGULAR
CUST00261,Brian Mendoza,taylorandrea@example.com,5695375150,Female, Jamesland,Ohio,Thailand,2024-10-15,REGULAR
CUST00262,Tina Daugherty,ulee@example.net,+1-780-756-2656x504,Male,Tiffanyside,Colorado,Cuba,2024-10-12,REGULAR
CUST00263, Jennifer Ramos ,lindawaller@example.com,001-862-399-1234x7851,Male,South Danielleview,Nebraska,China,2024-12-06,REGULAR
CUST00264,Nicole Taylor,marisaroberts@example.com,2494478730,Female,Kevinfort,Delaware,Palau,2023-06-13,PREMIUM
CUST00265,john watts,anthonyhubbard@example.com,395-797-9647,Other, Port Jordanshire,Arkansas,Cameroon,2023-09-21,REGULAR
CUST00266,Michael Howard,nelsonrobert@example.com,4447818321,Other,Margaretport,Louisiana,Poland,2024-02-01,PREMIUM
CUST00267,Kevin Morrow,taylorjuan@example.com,(352)813-2833x89888,Male,Moonville,Florida,Uzbekistan,2021-02-23,REGULAR
CUST00268,Eric Cox,mpreston@example.net,001-352-840-1322x34232,Other,North Andrewfort,Wisconsin,Jersey,2021-05-13,REGULAR
CUST00269,Andrew Keller,harrisonrebekah@example.org,440-711-9393,Female,North Dustinview,Pennsylvania,Guernsey,2023-12-31,REGULAR
CUST00270,Jonathan Chandler,williamjones@example.net,001-408-933-4280x13875,Male,East Maryfurt,Nevada,Croatia,2025-05-17,REGULAR
CUST00271,Brian Rollins,owensapril@example.com,001-954-580-1571x64794,Other,Robertschester,Illinois,Togo,2021-08-05,REGULAR
CUST00272,Rebekah Crosby,harry71@example.com,581.712.6691x215,Other,New Megan,Montana,British Virgin Islands,2022-12-25,REGULAR
CUST00273,MOLLY RAMIREZ,katelyn65@example.com,+1-496-278-4271x14773,Female,Lake Brianland,New York,Philippines,2021-03-25,VIP
CUST00274,Janet Shelton,kevinhanson@example.org,+1-287-273-4778x48588,Female,Beardville,Missouri,Korea,2023-09-05,VIP
CUST00275,Jessica Johnson,angeladalton@example.com,001-927-962-4671x978,Female,New Brian,Kentucky,Lithuania,2024-03-19,REGULAR
CUST00276,HEATHER LEVINE,bryan90@example.org,(259)505-6165x565,Male,East Deborah,Pennsylvania,Belize,2021-07-23,REGULAR
CUST00277,ASHLEY JACKSON,benjamin69@example.net,(340)579-0569x65917,Female,Tylermouth,Hawaii,Nicaragua,2023-07-20,REGULAR
CUST00278,Jeffrey Crawford,pittmanamanda@example.com,604-396-3919x195,Female,Simmonsstad,California,Pakistan,2023-07-27,REGULAR
CUST00279,Elizabeth Alvarado,james64@example.net,878.220.8297x37489,Male,West Steven,Kansas,Canada,2023-07-22,REGULAR
CUST00280,Jennifer Dalton,waltersmeghan@example.com,924-993-6312x3034,Other,Hendersonton,Illinois,Cayman Islands,2023-04-28,REGULAR
CUST00281,David Lara,dawnwilliams@example.net,500.315.9416x5162,Female,New Elizabethshire,Wyoming,Venezuela,2025-06-20,PREMIUM
CUST00282,stephen young,mejialawrence@example.net,001-263-963-2123x4764,Female,Hollyville,Massachusetts,Mayotte,2024-08-09,PREMIUM
CUST00283,David Ramirez,michaelbaldwin@example.com,7903034864,Other,Port Scott,Alabama,United States of America,2024-05-05,REGULAR
CUST00284,tabitha turner,kennethvillarreal@example.org,456.604.1776x561,Other,West Robertside,West Virginia,Greece,2024-11-09,REGULAR
CUST00285,Pamela Davidson,crystalgibbs@example.org,5634459112,Other,Sparksmouth,New Hampshire,Lesotho,2022-02-19,REGULAR
CUST00286,Michael Serrano,james65@example.org,(469)230-0893x1734,Other,Williamsonview,Georgia,Benin,2024-02-18,REGULAR
CUST00287,Keith Smith,dayala@example.net,513.633.4476x2639,Other,South Henry,Georgia,Antarctica (the territory South of 60 deg S),2023-06-21,REGULAR
CUST00288,CYNTHIA HAYES,mikesutton@example.com,607-325-6366,Female,New Brianmouth,Kansas,Latvia,2024-01-06,REGULAR
CUST00289, Teresa Coffey DDS ,smithwilliam@example.com,965-428-0924x2875,Male,West Jenniferchester,Georgia,Eritrea,2021-12-30,REGULAR
CUST00290,William Porter,julie64@example.com,+1-548-456-2572x870,Other,East Isaacfort,Kentucky,Central African Republic,2024-12-22,VIP
CUST00291,Zachary Ho,alexandervanessa@example.net,677.512.1513x4228,Male,New Katieburgh,Nebraska,Uruguay,2021-08-27,REGULAR
CUST00292,Jonathan Davis,anthony16@example.com,001-615-220-1777,Female,Taramouth,Massachusetts,Yemen,2022-02-06,VIP
CUST00293,ANTHONY SCHNEIDER,lauren18@example.net,(616)442-3610x3266,Other,West Travischester,West Virginia,Sri Lanka,2023-08-22,REGULAR
CUST00294,Lindsey Howard,collierwilliam@example.com,867.849.9616x592,Female,North Williammouth,Utah,Czech Republic,2022-04-27,PREMIUM
CUST00295,Kelsey Holland,robertssamuel@example.com,322-843-8649x0810,Other,Davisshire,Kentucky,Guinea,2023-03-03,VIP
CUST00296,Patricia Smith,lwhite@example.com,6167459779,Female,East Jacob,West Virginia,Netherlands,2023-03-17,PREMIUM
CUST00297,ASHLEY FERGUSON,fosteralexander@example.net,476.297.4995x6412,Other,North Lisa,Vermont,Comoros,2021-03-25,REGULAR
CUST00298,Matthew Santos,ywilkinson@example.net,414.472.7601,Other,Maynardfort,Alaska,Tokelau,2024-10-28,REGULAR
CUST00299,Christina Hudson,awilliams@example.org,+1-966-579-9840x7678,Male,New Andrewshire,Massachusetts,Micronesia,2021-07-17,REGULAR
CUST00300,Matthew Small,simpsonsheila@example.com,760.924.3757x383,Female,West Jennifer,Missouri,Israel,2024-01-25,REGULAR
CUST00301,Rebecca Richard,justincurry@example.net,222.232.9716x7433,Male,Nicolestad,Utah,Cayman Islands,2022-06-27,REGULAR
CUST00302,Stephanie Johnson,morgandaniel@example.org,683-474-5508,Female,Lake Brentmouth,New Jersey,Tajikistan,2021-12-11,REGULAR
CUST00303,Rachael Lynch,colonbobby@example.org,(313)452-4787,Other, Matthewberg,Delaware,Thailand,2022-09-20,PREMIUM
CUST00304, Jason Mack ,marywells@example.com,821.845.6532x86326,Male,Cranehaven,Utah,Guyana,2021-04-03,VIP
CUST00305,randy robbins,millerleroy@example.org,(706)202-9084x66845,Female,Rachelberg,Vermont,Iraq,2024-10-18,PREMIUM
CUST00306,stacy weber,zterry@example.net,(334)610-8562x8843,Other, Katherineburgh,Alaska,Antarctica (the territory South of 60 deg S),2023-03-15,REGULAR
CUST00307,Raymond Barber,dennismckenzie@example.com,+1-585-710-1749x0753,Male,Justinshire,Utah,Burundi,2024-03-19,PREMIUM
CUST00308,danielle murphy,mackenzieward@example.org,Not Available,Female,Lake Ronald,Nebraska,Belgium,2021-10-14,PREMIUM
CUST00309,Stephen Alvarez,rmiller@example.net,(498)486-4976x7762,Female, Dawsonberg,Virginia,Malaysia,2022-01-02,PREMIUM
CUST00310, Joy Johnson ,sherrywood@example.org,+1-661-715-9408x215,Male,Kellytown,Georgia,Cambodia,2024-08-03,REGULAR
CUST00311, Steven Small ,isaacsingh@example.org,985-710-6794,Female,Alvarezberg,Wisconsin,Burundi,2025-04-18,VIP
CUST00312, pamela contreras ,michellenguyen@example.net,+1-696-363-6580x74120,Male,East Stephanieside,Oregon,Saudi Arabia,2021-06-14,REGULAR
CUST00313,Kelly Christensen,martinezsharon@example.org,7438397189,Other,South Michelletown,Michigan,Jordan,2022-07-15,PREMIUM
CUST00314,Scott Stewart,christopher18@example.org,222-241-2462x0952,Male,Petermouth,Georgia,Isle of Man,2023-10-05,REGULAR
CUST00315,TODD LAM,harriskaren@example.net,978.886.1405,Other, South Anthonybury,Alaska,Ethiopia,2021-11-12,VIP
CUST00316,Justin Glover,ashley71@example.net,632.458.2386x87007,Other,North Sarahfort,Louisiana,Netherlands Antilles,2023-02-19,PREMIUM
CUST00317, Jamie Bell ,brendadixon@example.org,(689)814-1612,Male,New William,Massachusetts,Turks and Caicos Islands,2023-12-01,VIP
CUST00318,veronica zimmerman,john55@example.org,995.802.0970x026,Male, Port Nancyland,Ohio,Antarctica (the territory South of 60 deg S),2024-10-15,REGULAR
CUST00319,Heather Hess,paul01@example.com,(537)503-0453x194,Male,Coffeyton,Louisiana,Lithuania,2022-10-12,PREMIUM
CUST00320, William Little ,kaneashley@example.com,(483)399-9219,Other,West Sarah,Iowa,Turkmenistan,2025-06-14,REGULAR
CUST00321,Denise Abbott,braunheather@example.net,+1-948-970-6056x641,Male,Zacharyton,Washington,Czech Republic,2021-05-26,PREMIUM
CUST00322, Jason Cole ,myersmatthew@example.net,3363133254,Male,South Ryantown,Pennsylvania,South Georgia and the South Sandwich Islands,2023-11-05,VIP
CUST00323, danielle wells ,marissa58@example.org,299-271-7911,Other,Edwardsland,Florida,Bahamas,2024-10-04,VIP
CUST00324,Leslie Reynolds,byrdanita@example.com,(361)796-3990x7676,Female,South Zacharyshire,Illinois,Botswana,2021-11-16,REGULAR
CUST00325,Micheal Watkins,rebeccamartinez@example.net,656-879-7232x002,Female,Larryside,Wyoming,Cameroon,2022-04-03,REGULAR
CUST00326,Larry Carter,holmesdiane@example.org,5383806533,Male,Jaimefort,Vermont,Puerto Rico,2024-12-23,PREMIUM
CUST00327,Erin Lane,christina65@example.org,570-573-0337,Female,Navarromouth,West Virginia,Honduras,2022-09-30,PREMIUM
CUST00328,RONALD SMITH,jonesanthony@example.org,(547)639-5003,Male,East Nicole,Washington,China,2023-11-22,REGULAR
CUST00329,Danielle Gonzalez,meganlozano@example.org,+1-826-315-3473x55289,Male,East Nicoleberg,Illinois,Congo,2024-03-21,REGULAR
CUST00330,EMILY JORDAN,samanthahines@example.net,984.525.3042,Other,Port Thomasland,Hawaii,Malawi,2024-04-20,REGULAR
CUST00331,Maria Hicks,lstone@example.com,001-558-577-7496x903,Male,Royfurt,Indiana,Gambia,2024-08-13,REGULAR
CUST00332,laura walls,jonathan12@example.org,978-853-9078x9567,Other,Richardsonfort,Massachusetts,Faroe Islands,2024-04-02,PREMIUM
CUST00333,jeremy baker,howardchristopher@example.net,781.643.1115x08353,Female,Julieview,Illinois,Romania,2022-03-05,REGULAR
CUST00334,Dr. Nancy Gaines MD,juan56@example.com,001-907-582-6333,Female,Sharpmouth,Michigan,Somalia,2021-09-24,REGULAR
CUST00335,COLE CARRILLO,cclark@example.net,7525924075,Other,Simmonsfurt,Wisconsin,Slovakia (Slovak Republic),2023-07-20,REGULAR
CUST00336,ALEXANDER FLOYD,ericcisneros@example.com,001-899-596-6361,Female,Rodriguezshire,New Hampshire,Northern Mariana Islands,2023-08-05,PREMIUM
CUST00337, BRIAN TRAN ,serranocarrie@example.org,(331)964-3348,Other,West Aprilburgh,Massachusetts,Tokelau,2024-06-30,REGULAR
CUST00338,WILLIAM ANDERSON,emendoza@example.com,623.546.7299,Male,Hilltown,Georgia,Kiribati,2021-07-18,REGULAR
CUST00339, Lisa Wright ,renee77@example.com,001-401-847-5469,Male,East Rachel,Washington,Jersey,2024-11-23,PREMIUM
CUST00340,matthew hale,longsonya@example.org,(348)741-3768,Female,Port Danielmouth,Nebraska,Korea,2022-05-28,REGULAR
CUST00341,Jonathan Murray,fowleremma@example.com,(956)336-0041x2577,Other,New Dianemouth,Florida,Latvia,2023-05-18,VIP
CUST00342,Carolyn Smith,thompsondavid@example.net,(921)204-2752x3083,Male,South Hannahmouth,Arkansas,Netherlands Antilles,2021-01-15,REGULAR
CUST00343,James Harris,nicholasallen@example.org,4604053131,Female,South Williammouth,Massachusetts,Monaco,2022-08-12,REGULAR
CUST00344,Taylor Foster,nmartinez@example.org,(652)706-5063x731,Female,North Nicolechester,Maryland,Seychelles,2025-04-02,VIP
CUST00345,MRS. KIMBERLY MOONEY,johnathandavis@example.com,+1-862-552-5715x0997,Female,East Andrewville,Maryland,Dominica,2024-08-24,REGULAR
CUST00346,Lisa Brown,victor32@example.com,203.897.5245,Male,Karenbury,Washington,Greenland,2023-12-01,REGULAR
CUST00347,Joshua Knox,lauriehorton@example.org,+1-468-552-7017x130,Female,North Glenn,Oklahoma,Switzerland,2022-09-27,PREMIUM
CUST00348,Blake Hardy,frank33@example.com,(993)344-9734,Other,Raymondburgh,New Mexico,Kazakhstan,2024-08-06,PREMIUM
CUST00349,nancy wolf,ysmith@example.com,949-682-8246,Other,Campbellside,Rhode Island,Liberia,2021-08-12,VIP
CUST00350,Miguel Gonzalez,adamhensley@example.net,001-257-366-6567x4916,Male,Frederickburgh,Illinois,Serbia,2024-09-17,PREMIUM
CUST00351,Patricia Walton,william75@example.net,4666337050,Male,Blackburnberg,Kentucky,Egypt,2022-05-17,REGULAR
CUST00352, Ray Newman ,lsanders@example.org,336.726.4488x69461,Female,West Kaitlyn,West Virginia,Indonesia,2023-08-16,REGULAR
CUST00353,christopher vasquez,jonesheatherexample.net.invalid,(546)422-5223x72817,Other,North Karen,Wisconsin,Congo,2023-03-17,VIP
CUST00354,dr. jessica durham,oneillgabriel@example.com,961-941-5093,Male,North Brucetown,Texas,Myanmar,2021-05-11,VIP
CUST00355,Joseph Smith,sarah75@example.net,(255)955-3566x90551,Female,Hardyberg,Alaska,Netherlands,2022-01-17,REGULAR
CUST00356,DIANA LYONS,miguelmontgomery@example.net,986.830.5050x5739,Male,West Ronniefort,Texas,Togo,2021-11-09,REGULAR
CUST00357, Elizabeth Lee ,mollywalter@example.net,502.571.4872x71783,Male,Port Sheryl,Vermont,Benin,2021-11-24,REGULAR
CUST00358, mike martin ,raven43example.net.invalid,771-828-7153x991,Female,Valdezside,Nevada,Sri Lanka,2022-12-27,PREMIUM
CUST00359,Brian Miller,petersonbrittany@example.org,001-519-852-5690x4098,Other,Floresstad,Utah,Vietnam,2022-01-28,VIP
CUST00360,lindsay walker,dsmith@example.com,(243)777-2942,Male,Wayneville,Louisiana,Thailand,2025-01-25,REGULAR
CUST00361,cindy carter,zbrown@example.com,(233)802-7642,Male,Robertofort,Minnesota,Saudi Arabia,2024-04-30,VIP
CUST00362,Joseph Campbell,jacquelinekelley@example.org,(959)904-7292,Male,Phyllisborough,Indiana,Spain,2022-08-31,REGULAR
CUST00363,Alexa Barber,gregoryvanessa@example.org,(862)401-5720x1859,Other,Sanchezville,Kansas,Indonesia,2025-02-27,REGULAR
CUST00364,Kyle Thompson,yparsons@example.net,+1-517-264-7501x11178,Other,Hillville,Pennsylvania,Cocos (Keeling) Islands,2024-04-07,PREMIUM
CUST00365,MR. JEFFREY DUNCAN,nguyenjennifer@example.net,(360)568-8871,Other,East Michelleburgh,Alabama,Moldova,2024-10-21,VIP
CUST00366, barbara anderson ,denisemiller@example.com,001-601-918-4582x60340,Female,New Tracy,Massachusetts,Mali,2023-12-30,REGULAR
CUST00367,Kayla Watts,youngjacob@example.com,829.383.9542,Female,Jorgeburgh,Montana,Korea,2021-09-16,REGULAR
CUST00368,Megan Bentley,amandajones@example.net,235-598-9262x566,Male,West Davidville,Utah,Mexico,2024-06-17,REGULAR
CUST00369,Mark Cox,kimberly23@example.com,6169361128,Male,New Michaelshire,Maine,Micronesia,2023-04-23,REGULAR
CUST00370,STEPHANIE JACKSON,zwhite@example.net,+1-888-696-7924x08222,Female,Lake Daniellestad,Virginia,Slovakia (Slovak Republic),2023-02-13,REGULAR
CUST00371,Jennifer Ellis,zandersen@example.com,544.368.3414x65111,Other,New Brian,West Virginia,France,2025-03-12,REGULAR
CUST00372,ALEXANDRA VAUGHAN,timothyrobertson@example.net,+1-716-509-3068,Other,New Shaneburgh,Utah,Venezuela,2025-06-15,VIP
CUST00373,Carrie Richardson,williefarley@example.com,662.551.5381x4474,Male,Lake Crystalfurt,Indiana,Uzbekistan,2023-08-06,REGULAR
CUST00374,TINA ROBERTSON,wallspatricia@example.com,2507975451,Male,South Michael,Connecticut,Jersey,2025-03-09,REGULAR
CUST00375,Joseph Roach,fmartinez@example.org,(443)676-5456,Female,South Dianamouth,Hawaii,Burundi,2024-01-05,REGULAR
CUST00376,abigail stephenson,danielmitchell@example.org,(465)702-3741x6787,Female,Shawfurt,Florida,Bouvet Island (Bouvetoya),2021-12-02,REGULAR
CUST00377,Beth Cooper,saundersjoel@example.net,469-506-7447x16392,Female, Katieview,Vermont,Egypt,2024-08-26,REGULAR
CUST00378,Michael Patrick,jacobbond@example.net,+1-523-312-6043x2609,Female, South Richardport,Vermont,North Macedonia,2022-12-21,REGULAR
CUST00379,Jeffery Brown,tschneider@example.org,754-556-3502x000,Female,Thomasville,Nevada,Colombia,2023-02-23,REGULAR
CUST00380,Heidi Torres,caldwellfelicia@example.org,455-398-9534x39611,Other, New Tanyaborough,Illinois,Romania,2024-10-16,REGULAR
CUST00381, Angela Payne ,kevin73@example.net,001-820-323-6848x5571,Male,Barneshaven,Alaska,Chad,2023-05-02,REGULAR
CUST00382,betty williams,bauerheather@example.net,(678)581-2786x8669,Female,North Ernest,Indiana,Nauru,2021-01-28,REGULAR
CUST00383,RACHEL GIBSON,kevin34@example.net,481-623-0834x024,Female, Lake Tinaborough,Ohio,Brazil,2021-01-05,VIP
CUST00384,Mackenzie Compton,christopher84@example.net,(669)445-0053,Other,Teresaside,Texas,Trinidad and Tobago,2021-11-27,REGULAR
CUST00385,melissa bautista,molly98@example.org,435.943.9627x365,Male,South Hunterburgh,Idaho,Comoros,2025-03-04,REGULAR
CUST00386,catherine campbell,frank26@example.net,+1-231-321-6376x182,Other,Cruzville,Alabama,Serbia,2021-05-16,REGULAR
CUST00387,randy adams,sparksalbert@example.org,Not Available,Female,Melissaland,Illinois,Burundi,2025-02-01,REGULAR
CUST00388,Stephanie Ochoa,martin23@example.org,+1-348-810-0184,Female,North Rhonda,Alaska,Denmark,2024-08-20,REGULAR
CUST00389,Harry Mitchell,tmcdaniel@example.org,221.431.4519x5151,Male,South Alyssa,Rhode Island,Cocos (Keeling) Islands,2024-08-14,REGULAR
CUST00390, michael turner ,michael14@example.com,+1-854-610-2252x67711,Female,North Marcus,Florida,Cocos (Keeling) Islands,2024-04-11,REGULAR
CUST00391,Johnny Olson,oguzman@example.com,(536)868-7887,Female,New Jenniferhaven,Oregon,Singapore,2022-11-13,PREMIUM
CUST00392, Cynthia Smith ,coxthomas@example.org,805-552-4728,Male,Port Jeffrey,West Virginia,Burundi,2021-12-31,PREMIUM
CUST00393,Michele Bennett,hortonroger@example.org,001-519-317-9202x521,Male,New Mariahchester,Georgia,Serbia,2022-07-21,REGULAR
CUST00394,Charles Rose,theodore57@example.net,001-804-812-0092x820,Female,Spencerview,Oregon,Macao,2023-08-09,REGULAR
CUST00395,jessica moore,boydtiffany@example.org,001-736-890-3628x9177,Female,Martinstad,Tennessee,Jamaica,2022-08-29,REGULAR
CUST00396,brian cox,anthony42@example.net,213-590-4383,Male,Christophershire,Oregon,Aruba,2025-02-12,REGULAR
CUST00397,Ernest Harding,hooperkaren@example.com,835.965.2156x81820,Male,West Evanmouth,Colorado,Turks and Caicos Islands,2021-10-17,REGULAR
CUST00398,Crystal Lewis,kaylamartin@example.net,598.357.2545x96063,Other,New Courtney,New York,Bhutan,2021-02-16,REGULAR
CUST00399,SETH PAYNE,portershawn@example.org,621-949-5511x2747,Female,North Teresa,New York,Armenia,2024-02-04,VIP
CUST00400,Jennifer Vincent,scotthunt@example.net,351-668-7409x03802,Male,Moorefurt,California,Czech Republic,2024-04-21,REGULAR
CUST00401,Maureen Bailey,dday@example.org,721-766-3651,Female,Lewisfort,Delaware,Fiji,2024-11-13,REGULAR
CUST00402,Christopher Harrison,lukejohnson@example.net,001-360-456-7303x06442,Male,West Richardport,Virginia,Korea,2024-07-28,REGULAR
CUST00403,Mckenzie Green,davisrachel@example.com,001-242-535-6778x26596,Male,Lake Elizabethberg,Massachusetts,Papua New Guinea,2023-09-11,PREMIUM
CUST00404,Steven Peck,hlin@example.net,(448)807-2791x03368,Other,West Jason,Illinois,Philippines,2021-02-14,REGULAR
CUST00405,Jack Turner,wayne17@example.net,866.755.8685x127,Female,New Brooke,Ohio,Jordan,2024-03-31,REGULAR
